Mes,Ventas,Ganancias,Stock,Precio,Descuento (%),Región,Categoría del Producto,Producto,Costos Operativos,Devoluciones,Unidades Vendidas
Noviembre,6019,2714,1045,859.5438184747003,28.29,Logroño,Juguetes,Zapatillas,23,5,26
Noviembre,6608,1181,5345,646.0332924393007,22.81,Valladolid,Ropa,Muñeca,24,46,245
Diciembre,9789,1660,6085,231.86705149178718,12.8,Córdoba,Hogar,Muñeca,13,16,285
Enero,8159,2754,3705,802.3379126018992,26.07,Logroño,Juguetes,Zapatillas,17,47,298
Marzo,4332,4396,8453,436.0952797479691,4.2,Santander,Hogar,Refrigerador,29,1,51
Abril,2794,4166,5680,292.9519653721239,22.41,Zaragoza,Ropa,Libro,13,36,449
Junio,3145,256,9673,276.0742553017513,14.54,Madrid,Electrónica,Refrigerador,27,33,110
Noviembre,9061,2540,7241,913.2111540444098,20.74,Sevilla,Hogar,Zapatillas,21,47,374
Junio,3007,3199,8124,733.70200705637,28.08,Granada,Alimentos,Muñeca,28,48,416
Octubre,7949,860,4503,455.0128870135788,17.04,Oviedo,Alimentos,Laptop,21,7,21
Noviembre,4422,1919,6051,941.1899708134216,9.17,Zaragoza,Hogar,Refrigerador,14,38,275
Diciembre,8856,2595,2231,299.27992157500427,6.19,Palma,Hogar,Pelota,21,50,346
Junio,6690,4524,4434,601.5200811409366,21.09,Zaragoza,Alimentos,Laptop,20,16,339
Septiembre,2854,1958,5616,717.7350278363995,11.21,Granada,Juguetes,Teléfono,21,31,368
Julio,4935,2443,5307,264.4112073276497,0.89,Bilbao,Electrónica,Teléfono,21,46,363
Marzo,2247,266,995,939.2355208573046,22.94,Toledo,Ropa,Laptop,12,3,307
Julio,3363,1884,4097,361.28322554534725,4.97,Murcia,Electrónica,Refrigerador,22,49,243
Septiembre,3980,3382,6273,92.42329636593114,28.87,Valencia,Juguetes,Pelota,21,32,372
Octubre,8309,498,5839,80.44120062211908,3.91,Valladolid,Ropa,Refrigerador,18,16,457
Noviembre,1627,2057,9977,155.28629354181476,5.47,Santander,Hogar,Zapatillas,10,45,47
Diciembre,7141,2470,1103,428.7512580005772,12.0,Valladolid,Electrónica,Zapatillas,23,3,351
Diciembre,2153,728,4393,42.697214337425926,2.55,Bilbao,Juguetes,Muñeca,19,24,28
Octubre,8145,4007,2761,201.1807045956575,22.03,Sevilla,Juguetes,Pelota,27,36,418
Octubre,3214,4225,4025,78.17040286278876,15.28,Toledo,Electrónica,Camiseta,25,21,272
Junio,9929,4699,5328,305.37520392854884,23.41,Toledo,Hogar,Zapatillas,14,14,32
Septiembre,559,2961,3554,448.18109537423544,24.17,Sevilla,Hogar,Pelota,26,6,404
Agosto,1391,3884,1961,856.2075570288464,1.5,Logroño,Ropa,Laptop,15,50,66
Mayo,2705,3035,7545,690.1567206897918,23.79,Logroño,Electrónica,Pelota,18,17,345
Agosto,1242,2425,3146,171.2273534309944,2.29,Valladolid,Alimentos,Refrigerador,17,4,348
Enero,1457,677,7267,136.15958268815672,19.73,Madrid,Juguetes,Refrigerador,23,1,394
Julio,4621,4081,444,928.1552021975634,22.5,Palma,Electrónica,Refrigerador,23,40,181
Marzo,6329,422,3994,861.7831810544685,26.03,Toledo,Alimentos,Tablet,15,46,91
Mayo,3845,2534,3667,949.5872605897122,6.36,Valladolid,Electrónica,Libro,23,2,335
Noviembre,8901,4021,2042,67.93278298855802,17.91,Madrid,Juguetes,Laptop,25,29,498
Agosto,843,1339,9559,139.23350973892937,6.87,Murcia,Ropa,Teléfono,26,5,441
Octubre,6414,3637,4528,244.0520765798275,18.14,Córdoba,Electrónica,Laptop,30,27,287
Diciembre,9075,1335,3911,852.4564167211339,14.92,Granada,Ropa,Laptop,10,27,192
Junio,7107,677,9469,418.12273303285866,2.9,Murcia,Electrónica,Camiseta,18,19,278
Junio,2360,3811,4071,700.355974153814,1.97,Murcia,Ropa,Muñeca,14,3,14
Diciembre,5224,4504,4764,943.2481857248978,5.98,Málaga,Ropa,Tablet,13,7,133
Abril,4699,2968,9934,735.7196282054251,6.98,Toledo,Alimentos,Zapatillas,28,18,309
Diciembre,6093,4843,5031,608.9652222232173,15.75,Barcelona,Ropa,Refrigerador,17,12,173
Julio,9294,4147,7904,283.8897984491255,0.95,Palma,Juguetes,Laptop,12,16,112
Marzo,1134,1342,902,919.8899443668813,0.3,Santander,Electrónica,Muñeca,15,2,317
Abril,4615,2330,7755,636.8761690865174,19.03,Málaga,Hogar,Muñeca,15,3,50
Julio,7652,1410,2379,960.5009328903764,10.7,Valencia,Hogar,Muñeca,20,43,117
Enero,4715,1998,5176,199.4150334608228,19.06,Logroño,Alimentos,Muñeca,16,26,59
Enero,1738,2381,7814,702.8801171907091,9.8,Granada,Ropa,Pelota,22,14,438
Marzo,6178,4115,1853,604.8351226444624,19.64,Málaga,Alimentos,Pelota,25,50,423
Septiembre,9918,4861,7805,915.0824963753596,28.15,Toledo,Alimentos,Teléfono,14,6,147
Febrero,5121,1902,2926,113.08884343280401,10.65,Zaragoza,Ropa,Pelota,14,10,241
Noviembre,6132,2594,6949,418.2875801534266,15.37,Granada,Hogar,Pelota,27,29,466
Diciembre,9247,929,1708,833.0040412261202,3.04,Córdoba,Alimentos,Microondas,15,31,184
Agosto,4729,4258,1051,651.6439941453277,4.43,Murcia,Hogar,Camiseta,26,11,37
Diciembre,611,450,9062,277.8541530475492,1.06,Valencia,Juguetes,Libro,21,48,374
Julio,1445,1399,1174,737.6141971944962,17.42,Córdoba,Juguetes,Microondas,26,39,229
Abril,3520,2546,3743,518.6242560449979,23.87,Valladolid,Alimentos,Teléfono,18,46,149
Noviembre,5350,1902,4112,475.43003967750604,27.48,Palma,Ropa,Teléfono,15,11,480
Junio,4550,989,4183,671.2814183246843,10.37,Logroño,Ropa,Camiseta,12,37,339
Octubre,5701,2123,4029,501.0129742447043,13.38,Valladolid,Alimentos,Laptop,23,41,306
Mayo,9179,2312,9212,968.1159037645544,6.37,Madrid,Electrónica,Camiseta,19,18,452
Septiembre,6448,1867,4422,39.35346439717213,8.32,Sevilla,Electrónica,Microondas,24,41,119
Septiembre,9556,4361,8914,105.87175293154056,29.77,Toledo,Ropa,Teléfono,12,28,482
Abril,8763,349,6806,178.4374120394203,20.81,Santander,Juguetes,Muñeca,29,20,43
Abril,311,3760,4653,342.20751212623514,16.11,Santander,Ropa,Tablet,26,44,253
Diciembre,8468,1013,1706,731.9750666846458,24.0,Murcia,Hogar,Refrigerador,16,19,64
Mayo,8250,1101,9813,137.41528152729236,24.26,Bilbao,Ropa,Refrigerador,29,5,366
Septiembre,7762,3299,1081,7.218816322604097,23.65,Palma,Electrónica,Muñeca,14,37,245
Marzo,1072,880,2233,520.4527126799193,27.9,Valencia,Hogar,Libro,13,34,247
Noviembre,1320,2051,3190,943.3220846193178,17.01,Zaragoza,Ropa,Libro,23,14,325
Diciembre,5121,3762,1002,954.2510358074804,27.47,Bilbao,Juguetes,Pelota,30,31,444
Mayo,2293,2850,3777,986.4145737889021,25.86,Barcelona,Hogar,Refrigerador,15,1,500
Abril,6000,3374,5926,282.3408530989342,20.56,Barcelona,Electrónica,Tablet,21,20,154
Abril,4635,3029,5512,555.756103045431,18.89,Córdoba,Alimentos,Camiseta,21,17,189
Mayo,5791,3333,7789,868.2709864770521,8.48,Córdoba,Electrónica,Pelota,12,27,378
Julio,9163,4348,6161,112.47853730372289,6.53,Valencia,Ropa,Laptop,25,14,482
Junio,4123,3867,7439,748.8080321830167,20.23,Murcia,Electrónica,Microondas,19,1,178
Marzo,6598,1748,4167,259.8523260715542,19.5,Madrid,Juguetes,Zapatillas,21,14,92
Noviembre,9568,145,4092,197.9477661178865,25.5,Murcia,Electrónica,Pelota,14,38,436
Junio,1181,4822,5365,375.5674793842995,12.77,Bilbao,Ropa,Microondas,24,38,470
Septiembre,3842,3069,712,237.26013794424748,17.02,Logroño,Hogar,Refrigerador,30,44,158
Octubre,5800,2467,6759,544.1740895528333,29.21,Córdoba,Ropa,Camiseta,26,37,159
Septiembre,8335,2723,6649,754.2987358070574,1.86,Zaragoza,Ropa,Tablet,12,37,91
Abril,1469,3982,1830,203.39229253605748,18.77,Palma,Hogar,Pelota,16,44,50
Julio,9646,3062,3137,734.0193704983836,10.37,Sevilla,Alimentos,Laptop,10,4,383
Diciembre,1893,4662,4335,415.9025258084497,0.22,Oviedo,Ropa,Tablet,24,10,302
Octubre,3103,2804,4196,638.1385033525327,3.65,Bilbao,Ropa,Muñeca,20,50,66
Febrero,3220,1882,2239,717.7219531871399,22.47,Barcelona,Ropa,Camiseta,18,19,116
Julio,4775,2981,4497,408.0482886340743,14.17,Murcia,Alimentos,Microondas,11,22,109
Octubre,9159,323,8386,497.6199715456865,8.27,Bilbao,Hogar,Microondas,17,34,491
Julio,8366,146,6730,994.66382303287,12.76,Palma,Ropa,Teléfono,12,20,189
Noviembre,1451,3530,4479,933.6548588599501,0.01,Santander,Juguetes,Teléfono,26,46,392
Septiembre,4240,2850,6479,738.1475510356025,21.76,Logroño,Electrónica,Teléfono,25,34,460
Septiembre,2158,3074,8012,806.3615577304621,18.41,Santander,Hogar,Refrigerador,28,16,216
Octubre,2358,3912,757,658.1316846202434,5.71,Logroño,Ropa,Camiseta,19,20,305
Agosto,6202,3377,690,435.387823167681,11.08,Toledo,Alimentos,Camiseta,26,42,410
Abril,6642,2678,3980,692.4934013976172,20.53,Zaragoza,Electrónica,Tablet,23,31,379
Febrero,2736,2275,6579,12.271484765370456,17.64,Palma,Juguetes,Muñeca,29,28,442
Marzo,526,3175,5379,957.0256178701871,29.84,Barcelona,Hogar,Tablet,17,21,130
Abril,2776,362,4770,735.1793461230716,18.73,Zaragoza,Juguetes,Tablet,16,35,317
Junio,8528,591,1364,880.3756306082176,29.03,Logroño,Electrónica,Laptop,20,32,247
Mayo,5378,4299,5699,551.7034090330617,25.26,Oviedo,Ropa,Muñeca,27,48,415
Abril,2960,1347,2070,930.9703948453654,5.24,Zaragoza,Electrónica,Microondas,24,15,387
Julio,6255,2038,8796,733.0179956526994,2.16,Bilbao,Ropa,Camiseta,22,22,434
Julio,5120,83,6842,53.69875979007807,12.86,Bilbao,Ropa,Muñeca,11,45,200
Octubre,1727,284,5629,898.7474860999312,13.22,Córdoba,Alimentos,Pelota,15,21,400
Diciembre,4071,983,8277,262.7772140429411,1.61,Sevilla,Hogar,Zapatillas,26,44,276
Noviembre,5821,2423,1012,761.599201975181,4.42,Málaga,Alimentos,Zapatillas,26,28,420
Febrero,1812,2047,2494,964.8683556183704,13.64,Zaragoza,Alimentos,Teléfono,13,5,414
Octubre,4076,554,1602,837.485509986915,20.62,Barcelona,Alimentos,Microondas,25,8,67
Noviembre,3411,167,921,192.70171817039804,8.31,Valencia,Electrónica,Teléfono,22,0,254
Junio,7411,2250,1350,329.08349639973875,10.41,Granada,Juguetes,Muñeca,20,37,468
Febrero,5523,2554,2444,679.123079625617,19.18,Toledo,Ropa,Muñeca,30,40,259
Octubre,2321,541,4112,873.0298687114708,25.6,Toledo,Juguetes,Laptop,11,3,70
Junio,4449,1947,5482,767.6047364266889,29.83,Santander,Hogar,Teléfono,28,0,64
Noviembre,7158,1411,1237,403.632843496915,16.85,Palma,Hogar,Teléfono,10,42,165
Mayo,3237,3233,2504,330.97635362457237,5.63,Logroño,Juguetes,Teléfono,19,20,52
Agosto,422,1178,9907,82.5685768787414,19.63,Oviedo,Ropa,Refrigerador,28,16,477
Marzo,4142,1842,200,612.316272746701,8.69,Zaragoza,Juguetes,Microondas,17,41,335
Julio,3197,3508,4133,104.2214551142939,28.0,Córdoba,Hogar,Tablet,17,25,89
Abril,1283,2897,5292,190.30783885405376,24.79,Málaga,Alimentos,Pelota,10,11,452
Marzo,1932,2316,8956,941.1908862677308,25.41,Madrid,Hogar,Muñeca,23,18,361
Abril,1092,2857,9603,538.5634659599046,16.95,Granada,Electrónica,Teléfono,17,37,476
Febrero,4659,1844,6800,762.216952361658,16.06,Madrid,Electrónica,Teléfono,13,28,218
Mayo,9973,3861,4940,716.0167607557527,2.28,Barcelona,Electrónica,Teléfono,14,14,362
Octubre,3614,4005,3598,72.02643108490075,26.18,Bilbao,Electrónica,Libro,21,43,146
Abril,7065,1765,6172,703.602364421434,19.37,Sevilla,Hogar,Laptop,26,17,30
Diciembre,266,2495,8408,43.244747834913355,7.35,Toledo,Juguetes,Tablet,20,39,175
Julio,1070,3915,6882,885.7738080804838,7.49,Valladolid,Juguetes,Muñeca,26,49,50
Agosto,2367,4241,4248,670.6392016049581,17.58,Bilbao,Ropa,Libro,26,15,61
Diciembre,6616,804,3624,213.15804828466943,15.17,Granada,Juguetes,Laptop,15,17,451
Enero,4427,633,9543,349.4809497588626,17.47,Málaga,Hogar,Teléfono,21,42,459
Septiembre,2452,1259,702,760.431357137622,20.08,Córdoba,Hogar,Camiseta,14,32,254
Abril,111,843,9775,72.08460007176156,18.15,Murcia,Electrónica,Libro,21,47,383
Mayo,6258,4347,5063,978.9346552405041,23.28,Granada,Alimentos,Microondas,10,34,97
Noviembre,9056,2268,3953,909.0227319578125,15.96,Toledo,Juguetes,Zapatillas,17,26,190
Noviembre,2655,1319,7484,725.2764561174657,12.08,Zaragoza,Hogar,Camiseta,14,49,259
Octubre,222,1053,1750,336.0384664559415,17.33,Bilbao,Hogar,Camiseta,19,21,381
Mayo,8631,4428,4053,457.03378474018393,23.93,Córdoba,Ropa,Pelota,30,29,58
Abril,1271,172,4663,272.8382072175255,27.56,Toledo,Hogar,Camiseta,26,33,123
Enero,7779,4601,5631,490.9626071401579,15.95,Logroño,Juguetes,Teléfono,19,34,149
Agosto,6668,3083,5822,78.68575964148454,20.5,Toledo,Electrónica,Refrigerador,24,18,307
Diciembre,4509,1596,3858,291.62853517792087,11.18,Granada,Juguetes,Tablet,24,34,95
Junio,5161,4737,7439,859.7177359032871,26.81,Oviedo,Juguetes,Tablet,16,44,491
Octubre,6550,4402,1194,608.944923997809,3.52,Toledo,Ropa,Libro,11,27,26
Julio,9176,2868,8791,51.19552696767722,20.74,Málaga,Electrónica,Laptop,19,17,169
Marzo,9051,4141,1308,249.48549148513175,29.42,Oviedo,Electrónica,Microondas,19,9,171
Mayo,4101,2579,3225,263.8665799713329,13.2,Logroño,Ropa,Camiseta,15,49,201
Julio,2856,4330,1855,162.40513356269065,23.48,Logroño,Electrónica,Camiseta,18,26,29
Enero,2594,4170,5474,667.3334730298135,7.13,Zaragoza,Juguetes,Pelota,11,46,153
Diciembre,554,2305,3776,260.98140955668,12.2,Barcelona,Ropa,Tablet,25,40,111
Marzo,5848,2695,6016,717.1456783544523,9.41,Bilbao,Ropa,Teléfono,28,42,298
Mayo,3123,1885,6168,177.268039325198,28.71,Zaragoza,Ropa,Refrigerador,29,8,92
Noviembre,5894,415,6614,644.023032493438,16.42,Logroño,Electrónica,Pelota,10,43,106
Julio,9232,3871,154,934.515057891272,16.25,Santander,Ropa,Libro,11,28,239
Septiembre,8475,605,1617,867.2287603851715,21.04,Barcelona,Electrónica,Zapatillas,19,42,174
Julio,4237,2629,7791,107.4474831247103,19.97,Logroño,Ropa,Teléfono,17,5,450
Julio,2344,3624,7644,110.7014934731535,0.19,Granada,Alimentos,Microondas,20,39,53
Enero,781,2956,8267,780.0613233679645,22.35,Palma,Juguetes,Zapatillas,15,47,5
Octubre,8770,868,4256,126.73120520767935,13.2,Valladolid,Juguetes,Muñeca,19,36,442
Abril,4812,2506,5327,605.087779145812,28.63,Murcia,Electrónica,Refrigerador,23,15,124
Enero,3635,3436,9456,448.2243892800352,1.86,Bilbao,Ropa,Laptop,20,2,264
Diciembre,4127,4951,5586,658.0925174217779,13.36,Toledo,Alimentos,Muñeca,17,42,489
Diciembre,5171,4463,6211,582.5924373770929,11.56,Toledo,Hogar,Teléfono,16,40,470
Junio,6171,4029,7771,424.36279472805785,0.54,Málaga,Juguetes,Microondas,17,46,44
Octubre,4216,408,7220,578.6139185873008,24.23,Oviedo,Alimentos,Zapatillas,16,12,447
Octubre,7280,3231,6352,578.0552171522426,13.36,Bilbao,Hogar,Laptop,20,22,435
Junio,321,4853,3185,78.69083093173653,7.86,Málaga,Hogar,Tablet,23,6,220
Abril,5021,629,1067,317.6556178272746,12.35,Sevilla,Alimentos,Libro,13,25,200
Junio,2763,3054,8804,384.8277612115887,16.96,Málaga,Alimentos,Muñeca,15,6,409
Noviembre,1731,225,4878,783.8138460305883,13.62,Sevilla,Alimentos,Tablet,20,20,77
Noviembre,7815,4838,4822,400.5769287724861,23.06,Santander,Juguetes,Muñeca,20,46,129
Octubre,7328,2610,2275,186.96125004641846,5.49,Barcelona,Electrónica,Refrigerador,16,34,160
Febrero,1844,2097,2189,227.5483839219415,26.95,Barcelona,Alimentos,Pelota,24,34,180
Mayo,7950,1147,7689,546.0095848773628,18.88,Valladolid,Juguetes,Muñeca,14,10,20
Enero,9939,1613,6203,992.3862121120616,12.07,Logroño,Ropa,Teléfono,30,28,169
Febrero,313,3171,9742,527.5023337328703,9.45,Valencia,Alimentos,Libro,28,45,370
Febrero,2412,1374,5770,250.20889739073354,28.74,Logroño,Ropa,Muñeca,17,36,21
Octubre,4989,968,771,58.77430734192557,23.03,Valladolid,Electrónica,Camiseta,23,24,435
Septiembre,2811,4076,6816,678.9067442117052,1.76,Madrid,Juguetes,Zapatillas,20,34,407
Junio,5194,366,4124,608.0124466858632,22.97,Bilbao,Juguetes,Teléfono,12,45,46
Septiembre,4058,2041,4796,507.1486014548269,29.58,Zaragoza,Electrónica,Camiseta,20,15,81
Mayo,7022,1035,6077,688.2337747847889,8.13,Bilbao,Alimentos,Muñeca,28,2,428
Diciembre,349,4866,1824,358.60203126122434,15.12,Valencia,Alimentos,Teléfono,26,44,440
Febrero,8399,2830,9231,619.4475270919119,6.93,Córdoba,Hogar,Libro,21,33,71
Junio,501,1789,3094,96.10427724177312,1.25,Santander,Ropa,Teléfono,19,5,76
Diciembre,6058,4181,1178,905.2871311386724,6.05,Toledo,Juguetes,Teléfono,23,48,191
Febrero,7756,3998,3325,103.64002517029677,25.16,Málaga,Juguetes,Refrigerador,14,48,236
Junio,6991,1105,1043,442.8135299850664,21.68,Oviedo,Alimentos,Muñeca,18,47,246
Abril,2326,320,8483,475.251287612058,29.42,Zaragoza,Electrónica,Tablet,29,47,292
Diciembre,3973,1265,5856,148.71113211817917,11.46,Murcia,Juguetes,Muñeca,24,10,387
Agosto,7303,654,9343,507.5790997654714,1.76,Valencia,Hogar,Microondas,19,46,343
Marzo,106,1554,2617,946.5810098217759,8.61,Valladolid,Hogar,Refrigerador,11,0,487
Enero,439,3075,8710,635.2976418128396,1.17,Madrid,Alimentos,Tablet,19,6,363
Octubre,456,1281,397,783.9916446307959,20.03,Valladolid,Alimentos,Tablet,27,31,189
Enero,4916,2778,3788,816.0212833761657,16.44,Madrid,Juguetes,Libro,22,37,184
Junio,8764,3303,6349,368.18888659463187,7.39,Sevilla,Juguetes,Microondas,11,32,443
Noviembre,9141,2247,200,682.6402038026962,20.92,Málaga,Alimentos,Libro,11,36,145
Abril,2164,261,3794,491.1790575301033,14.47,Valencia,Juguetes,Zapatillas,29,11,264
Febrero,5569,3662,147,823.3088559146724,16.43,Zaragoza,Ropa,Refrigerador,12,27,421
Enero,2020,309,5750,674.9387182810219,11.82,Zaragoza,Alimentos,Tablet,24,6,168
Marzo,3109,2867,3310,831.2290862304114,21.33,Bilbao,Juguetes,Microondas,24,45,265
Febrero,2114,4597,6630,861.9742564197843,18.28,Valencia,Alimentos,Tablet,17,49,29
Agosto,4640,3868,2951,837.0573773389059,29.83,Zaragoza,Ropa,Microondas,25,50,266
Enero,2282,2474,2168,455.3186261377985,26.12,Córdoba,Juguetes,Zapatillas,10,41,23
Enero,283,2941,1390,220.4210818982042,4.17,Granada,Ropa,Microondas,25,6,402
Julio,5110,2106,2116,73.01132893190916,24.13,Palma,Hogar,Refrigerador,10,5,91
Septiembre,7012,4464,2030,531.0011307006033,12.06,Madrid,Alimentos,Muñeca,13,29,82
Abril,802,3406,5464,921.9461334431304,9.4,Granada,Juguetes,Microondas,28,30,349
Agosto,7866,2280,921,446.8426773047639,20.43,Córdoba,Alimentos,Pelota,29,2,2
Marzo,8287,3714,8167,721.2849751539773,21.27,Bilbao,Electrónica,Teléfono,17,40,211
Noviembre,3907,800,4789,902.7247100951212,27.43,Murcia,Electrónica,Tablet,12,22,180
Noviembre,5085,3711,4738,276.674734007696,10.37,Sevilla,Juguetes,Libro,19,31,370
Marzo,9008,3367,8242,865.4413383099899,16.96,Toledo,Hogar,Muñeca,30,11,256
Febrero,9057,1336,1022,676.1504596895292,25.3,Madrid,Juguetes,Muñeca,14,39,83
Febrero,204,3899,9126,388.3459450265267,22.74,Granada,Electrónica,Refrigerador,28,45,304
Enero,3868,2699,2530,277.1888664144721,29.32,Barcelona,Electrónica,Camiseta,10,10,223
Junio,1991,4499,6758,641.4596386323209,23.11,Palma,Juguetes,Zapatillas,29,35,226
Noviembre,9735,503,7800,140.10041032271732,21.15,Zaragoza,Juguetes,Pelota,30,3,51
Marzo,5330,1841,6732,886.4608277971911,21.09,Zaragoza,Alimentos,Camiseta,24,39,372
Julio,1359,4203,7166,559.8381066557387,9.88,Murcia,Alimentos,Muñeca,29,5,270
Diciembre,5987,914,1740,113.16138699764572,3.97,Palma,Alimentos,Tablet,25,21,53
Agosto,5021,1183,9819,773.7970481592224,28.77,Valencia,Hogar,Microondas,22,16,387
Marzo,5283,2495,5849,639.7264079019253,7.62,Madrid,Juguetes,Muñeca,12,20,461
Julio,1364,3382,5464,266.53290508185023,17.51,Murcia,Hogar,Refrigerador,21,9,48
Enero,2897,4336,8331,863.3626551306811,16.5,Bilbao,Ropa,Tablet,29,29,95
Noviembre,3914,1617,8814,561.0726859634652,6.34,Granada,Hogar,Camiseta,15,46,472
Junio,9341,3533,3293,409.86770470653755,7.82,Bilbao,Alimentos,Tablet,28,21,241
Agosto,2240,958,7956,669.5427877169689,3.77,Valladolid,Electrónica,Libro,15,15,129
Junio,4945,4178,9191,429.3665856985865,17.64,Barcelona,Juguetes,Refrigerador,11,15,257
Enero,3843,2289,8858,874.0974866308941,16.52,Palma,Ropa,Libro,19,16,233
Noviembre,4732,1393,7257,232.34172515690776,24.07,Córdoba,Juguetes,Tablet,18,0,39
Junio,7355,4760,961,680.1502668637942,22.17,Santander,Ropa,Camiseta,18,47,221
Noviembre,3443,3758,2134,352.53228411499975,24.27,Córdoba,Electrónica,Libro,10,7,497
Marzo,5428,163,5463,949.4843961891631,19.88,Valencia,Hogar,Tablet,30,29,456
Septiembre,7600,4819,4646,661.9033980511676,19.5,Logroño,Alimentos,Camiseta,21,14,112
Septiembre,6269,827,1618,138.20791032475717,6.12,Zaragoza,Juguetes,Muñeca,27,39,291
Octubre,7639,2868,9768,527.6778222497436,16.37,Córdoba,Ropa,Refrigerador,27,18,175
Marzo,1881,3717,3476,824.1474736129027,2.53,Sevilla,Ropa,Camiseta,10,28,273
Junio,5955,2921,9387,195.3757967667868,7.95,Sevilla,Electrónica,Microondas,28,41,79
Marzo,6733,4371,3861,385.4900868756313,12.57,Granada,Juguetes,Libro,16,46,160
Mayo,8627,4521,5243,871.2980073232183,11.57,Madrid,Juguetes,Camiseta,27,31,156
Diciembre,1178,4835,5607,704.9985841537373,23.69,Palma,Ropa,Microondas,18,39,457
Enero,7708,512,824,580.9562801259227,10.57,Valladolid,Ropa,Microondas,21,23,286
Diciembre,3279,2250,7801,714.0289880317719,23.0,Sevilla,Electrónica,Pelota,22,10,479
Diciembre,1937,3506,4312,901.8793306475164,6.32,Murcia,Alimentos,Refrigerador,26,38,376
Abril,7303,2286,9103,768.8246996911668,5.2,Valladolid,Juguetes,Tablet,11,20,334
Abril,7078,3318,3840,441.2188379832422,26.45,Toledo,Hogar,Laptop,28,33,158
Mayo,4863,3886,7978,103.47294092681399,14.72,Granada,Alimentos,Pelota,19,43,51
Noviembre,9156,647,9604,289.768556315323,28.41,Palma,Alimentos,Refrigerador,17,12,230
Enero,4106,973,8200,406.8041229824399,9.45,Madrid,Juguetes,Libro,12,42,291
Junio,2130,3994,8979,302.74884863520214,0.02,Logroño,Hogar,Libro,11,15,327
Agosto,4540,2511,229,569.777546885368,27.58,Oviedo,Hogar,Libro,11,41,32
Agosto,5747,3454,4226,978.5669234222232,16.12,Zaragoza,Alimentos,Teléfono,11,38,283
Septiembre,3738,4046,5505,853.8177551956583,22.7,Santander,Hogar,Teléfono,27,8,291
Diciembre,6282,1808,398,561.8571265832634,27.65,Madrid,Electrónica,Microondas,30,13,129
Julio,4731,4838,3902,112.59368168802438,18.82,Sevilla,Electrónica,Camiseta,24,41,339
Noviembre,3466,1363,8906,985.1353621819298,26.31,Córdoba,Alimentos,Camiseta,25,2,369
Enero,2990,2600,4364,459.6226932493117,20.7,Zaragoza,Ropa,Camiseta,28,43,480
Mayo,6518,2077,171,248.36146084929175,22.62,Sevilla,Hogar,Tablet,10,33,96
Diciembre,8285,4065,8588,623.9505844317708,24.55,Santander,Juguetes,Libro,23,45,126
Febrero,2915,3110,1861,891.2711888895651,21.69,Valencia,Ropa,Tablet,24,21,159
Febrero,6728,705,8212,950.2208193959528,1.5,Granada,Juguetes,Laptop,11,15,325
Noviembre,1555,4815,8580,580.1031426431945,23.3,Sevilla,Ropa,Refrigerador,27,13,448
Septiembre,2544,719,8384,995.3091856311414,20.36,Murcia,Electrónica,Muñeca,11,32,25
Diciembre,4192,2884,3309,219.14562312544888,25.27,Murcia,Hogar,Camiseta,19,0,398
Enero,3297,874,8104,872.3918671083893,6.2,Logroño,Alimentos,Laptop,23,7,192
Diciembre,171,1094,6356,156.1051623210436,3.72,Valladolid,Juguetes,Tablet,21,37,371
Marzo,3320,3410,4073,779.6917706707679,27.9,Oviedo,Juguetes,Microondas,15,42,2
Diciembre,9721,2464,9508,84.65047762167974,20.14,Málaga,Juguetes,Muñeca,12,13,287
Junio,6524,462,5771,98.53466729198314,8.51,Oviedo,Ropa,Laptop,27,13,361
Junio,6732,298,9871,466.2156580156122,19.11,Valladolid,Juguetes,Refrigerador,15,26,37
Diciembre,3644,2009,3461,466.1096459084152,21.89,Madrid,Alimentos,Refrigerador,20,7,467
Diciembre,8652,3543,6757,264.9023211152497,23.24,Barcelona,Hogar,Microondas,24,37,191
Agosto,2392,1613,2210,312.44208205742785,25.78,Palma,Ropa,Tablet,29,19,435
Febrero,6033,2707,5143,355.37974141413036,10.36,Logroño,Alimentos,Zapatillas,15,43,171
Agosto,1094,295,5129,431.7957496598248,25.99,Barcelona,Juguetes,Microondas,30,15,233
Agosto,5304,4821,7336,360.067070348785,6.18,Palma,Hogar,Zapatillas,16,8,330
Diciembre,8542,1232,4651,86.59393161341532,15.2,Toledo,Ropa,Muñeca,25,8,415
Mayo,8048,2786,7396,839.0878326237955,7.78,Logroño,Ropa,Libro,22,46,342
Septiembre,6376,2499,6533,842.3044165836877,28.58,Murcia,Ropa,Microondas,12,11,70
Diciembre,5941,851,3165,954.8614586227645,26.08,Toledo,Juguetes,Laptop,24,48,142
Febrero,1843,661,8625,798.6701244643713,22.28,Murcia,Alimentos,Tablet,18,47,456
Abril,6079,1199,4528,862.1916442364692,22.83,Zaragoza,Hogar,Libro,25,16,41
Noviembre,9620,4258,1788,707.3712687019729,18.78,Sevilla,Ropa,Refrigerador,10,42,221
Junio,9521,1193,2469,450.1156708372748,27.57,Valencia,Alimentos,Pelota,12,16,349
Diciembre,9213,4386,6460,41.20814872505935,11.53,Logroño,Electrónica,Microondas,17,19,206
Junio,7941,305,9676,851.4139021512082,12.67,Palma,Electrónica,Tablet,21,16,387
Abril,2393,4421,963,90.26925883198963,28.14,Granada,Ropa,Microondas,12,41,365
